,Open,High,Low,Close,Adj Close,Volume,Search Interest,Price Difference,Buy
2020-11-02,394.0,406.9800109863281,392.29998779296875,400.510009765625,400.510009765625,29021100,30.0,-6.510009765625,0
2020-11-03,409.7300109863281,427.7699890136719,406.69000244140625,423.8999938964844,423.8999938964844,34351700,29.0,-14.16998291015625,0
2020-11-04,430.6199951171875,435.3999938964844,417.1000061035156,420.9800109863281,420.9800109863281,32143100,28.0,9.639984130859375,1
2020-11-05,428.29998779296875,440.0,424.0,438.0899963378906,438.0899963378906,28414500,27.0,-9.790008544921875,0
2020-11-06,436.1000061035156,436.57000732421875,424.2799987792969,429.95001220703125,429.95001220703125,21706000,24.0,6.149993896484375,1
2020-11-09,439.5,452.5,421.0,421.260009765625,421.260009765625,34833000,34.0,18.239990234375,1
2020-11-10,420.0899963378906,420.0899963378906,396.0299987792969,410.3599853515625,410.3599853515625,30284200,28.0,9.730010986328125,1
2020-11-11,416.45001220703125,418.70001220703125,410.5799865722656,417.1300048828125,417.1300048828125,17357700,26.0,-0.67999267578125,0
2020-11-12,415.04998779296875,423.0,409.5199890136719,411.760009765625,411.760009765625,19855100,24.0,3.28997802734375,1
2020-11-13,410.8500061035156,412.5299987792969,401.6600036621094,408.5,408.5,19771100,26.0,2.350006103515625,1
2020-11-16,408.92999267578125,412.45001220703125,404.0899963378906,408.0899963378906,408.0899963378906,26838600,37.0,0.839996337890625,1
2020-11-17,460.1700134277344,462.0,433.010009765625,441.6099853515625,441.6099853515625,61188300,82.0,18.560028076171875,1
2020-11-18,448.3500061035156,496.0,443.5,486.6400146484375,486.6400146484375,78044000,62.0,-38.290008544921875,0
2020-11-19,492.0,508.6099853515625,487.57000732421875,499.2699890136719,499.2699890136719,62475300,59.0,-7.269989013671875,0
2020-11-20,497.989990234375,502.5,489.05999755859375,489.6099853515625,489.6099853515625,32911900,41.0,8.3800048828125,1
2020-11-23,503.5,526.0,501.7900085449219,521.8499755859375,521.8499755859375,50260300,44.0,-18.3499755859375,0
2020-11-24,540.4000244140625,559.989990234375,526.2000122070312,555.3800048828125,555.3800048828125,53648500,64.0,-14.97998046875,0
2020-11-25,550.0599975585938,574.0,545.3699951171875,574.0,574.0,48930200,56.0,-23.94000244140625,0
2020-11-27,581.1599731445312,598.780029296875,578.4500122070312,585.760009765625,585.760009765625,37561100,41.0,-4.60003662109375,0
2020-11-30,602.2100219726562,607.7999877929688,554.510009765625,567.5999755859375,567.5999755859375,63003100,50.0,34.61004638671875,1
2020-12-01,597.5900268554688,597.8499755859375,572.0499877929688,584.760009765625,584.760009765625,40103500,57.0,12.83001708984375,1
2020-12-02,556.4400024414062,571.5399780273438,541.2100219726562,568.8200073242188,568.8200073242188,47775700,48.0,-12.3800048828125,0
2020-12-03,590.02001953125,598.969970703125,582.4299926757812,593.3800048828125,593.3800048828125,42552000,52.0,-3.3599853515625,0
2020-12-04,591.010009765625,599.0399780273438,585.5,599.0399780273438,599.0399780273438,29401300,44.0,-8.02996826171875,0
2020-12-07,604.9199829101562,648.7899780273438,603.0499877929688,641.760009765625,641.760009765625,56309700,47.0,-36.84002685546875,0
2020-12-08,625.510009765625,651.280029296875,618.5,649.8800048828125,649.8800048828125,64265000,70.0,-24.3699951171875,0
2020-12-09,653.6900024414062,654.3200073242188,588.0,604.47998046875,604.47998046875,71291200,60.0,49.21002197265625,1
2020-12-10,574.3699951171875,627.75,566.3400268554688,627.0700073242188,627.0700073242188,67083200,61.0,-52.70001220703125,0
2020-12-11,615.010009765625,624.0,596.7999877929688,609.989990234375,609.989990234375,46475000,51.0,5.02001953125,1
2020-12-14,619.0,642.75,610.2000122070312,639.8300170898438,639.8300170898438,52040600,40.0,-20.83001708984375,0
2020-12-15,643.280029296875,646.9000244140625,623.7999877929688,633.25,633.25,45071500,46.0,10.030029296875,1
2020-12-16,628.22998046875,632.5,605.0,622.77001953125,622.77001953125,42095800,42.0,5.4599609375,1
2020-12-17,628.1900024414062,658.8200073242188,619.5,655.9000244140625,655.9000244140625,56270100,42.0,-27.71002197265625,0
2020-12-18,668.9000244140625,695.0,628.5399780273438,695.0,695.0,222126200,77.0,-26.0999755859375,0
2020-12-21,666.239990234375,668.5,646.0700073242188,649.8599853515625,649.8599853515625,58045300,73.0,16.3800048828125,1
2020-12-22,648.0,649.8800048828125,614.22998046875,640.3400268554688,640.3400268554688,51716000,60.0,7.65997314453125,1
2020-12-23,632.2000122070312,651.5,622.5700073242188,645.97998046875,645.97998046875,33173000,43.0,-13.77996826171875,0
2020-12-24,642.989990234375,666.0900268554688,641.0,661.77001953125,661.77001953125,22865600,38.0,-18.780029296875,0
2020-12-28,674.510009765625,681.4000244140625,660.7999877929688,663.6900024414062,663.6900024414062,32278600,40.0,10.82000732421875,1
2020-12-29,661.0,669.9000244140625,655.0,665.989990234375,665.989990234375,22910800,35.0,-4.989990234375,0
2020-12-30,672.0,696.5999755859375,668.3599853515625,694.780029296875,694.780029296875,42846000,41.0,-22.780029296875,0
2020-12-31,699.989990234375,718.719970703125,691.1199951171875,705.6699829101562,705.6699829101562,49649900,50.0,-5.67999267578125,0
2021-01-04,719.4600219726562,744.489990234375,717.1900024414062,729.77001953125,729.77001953125,48638200,50.0,-10.30999755859375,0
2021-01-05,723.6599731445312,740.8400268554688,719.2000122070312,735.1099853515625,735.1099853515625,32245200,48.0,-11.45001220703125,0
2021-01-06,758.489990234375,774.0,749.0999755859375,755.97998046875,755.97998046875,44700000,51.0,2.510009765625,1
2021-01-07,777.6300048828125,816.989990234375,775.2000122070312,816.0399780273438,816.0399780273438,51498900,76.0,-38.40997314453125,0
2021-01-08,856.0,884.489990234375,838.3900146484375,880.02001953125,880.02001953125,75055500,100.0,-24.02001953125,0
2021-01-11,849.4000244140625,854.4299926757812,803.6199951171875,811.1900024414062,811.1900024414062,59301600,77.0,38.21002197265625,1
2021-01-12,831.0,868.0,827.3400268554688,849.4400024414062,849.4400024414062,46270700,74.0,-18.44000244140625,0
2021-01-13,852.760009765625,860.469970703125,832.0,854.4099731445312,854.4099731445312,33312500,60.0,-1.64996337890625,0
2021-01-14,843.3900146484375,863.0,838.75,845.0,845.0,31266300,58.0,-1.6099853515625,0
2021-01-15,852.0,859.9000244140625,819.0999755859375,826.1599731445312,826.1599731445312,38777600,52.0,25.84002685546875,1
2021-01-19,837.7999877929688,850.0,833.0,844.5499877929688,844.5499877929688,25367000,45.0,-6.75,0
2021-01-20,858.739990234375,859.5,837.280029296875,850.4500122070312,850.4500122070312,25665900,41.0,8.28997802734375,1
2021-01-21,855.0,855.719970703125,841.4199829101562,844.989990234375,844.989990234375,20521100,36.0,10.010009765625,1
2021-01-22,834.3099975585938,848.0,828.6199951171875,846.6400146484375,846.6400146484375,20066500,39.0,-12.33001708984375,0
2021-01-25,855.0,900.4000244140625,838.8200073242188,880.7999877929688,880.7999877929688,41173400,46.0,-25.79998779296875,0
2021-01-26,891.3800048828125,895.9000244140625,871.5999755859375,883.0900268554688,883.0900268554688,23131600,53.0,8.28997802734375,1
2021-01-27,870.3499755859375,891.5,858.6599731445312,864.1599731445312,864.1599731445312,27334000,70.0,6.19000244140625,1
2021-01-28,820.0,848.0,801.0,835.4299926757812,835.4299926757812,26378000,73.0,-15.42999267578125,0
2021-01-29,830.0,842.4099731445312,780.0999755859375,793.530029296875,793.530029296875,34990800,56.0,36.469970703125,1
2021-02-01,814.2899780273438,842.0,795.5599975585938,839.8099975585938,839.8099975585938,25391400,48.0,-25.52001953125,0
2021-02-02,844.6799926757812,880.5,842.2000122070312,872.7899780273438,872.7899780273438,24346200,55.0,-28.1099853515625,0
2021-02-03,877.02001953125,878.0800170898438,853.0599975585938,854.6900024414062,854.6900024414062,18343500,43.0,22.33001708984375,1
2021-02-04,855.0,856.5,833.4199829101562,849.989990234375,849.989990234375,15812700,38.0,5.010009765625,1
2021-02-05,845.0,864.77001953125,838.969970703125,852.22998046875,852.22998046875,18566600,38.0,-7.22998046875,0
2021-02-08,869.6699829101562,877.77001953125,854.75,863.4199829101562,863.4199829101562,20161700,47.0,6.25,1
2021-02-09,855.1199951171875,859.7999877929688,841.75,849.4600219726562,849.4600219726562,15157700,36.0,5.65997314453125,1
2021-02-10,843.6400146484375,844.8200073242188,800.02001953125,804.8200073242188,804.8200073242188,36216100,43.0,38.82000732421875,1
2021-02-11,812.4400024414062,829.8800048828125,801.72998046875,811.6599731445312,811.6599731445312,21622800,37.0,0.780029296875,1
2021-02-12,801.260009765625,817.3300170898438,785.3300170898438,816.1199951171875,816.1199951171875,23768300,45.0,-14.8599853515625,0
2021-02-16,818.0,821.0,792.4400024414062,796.219970703125,796.219970703125,19802300,37.0,21.780029296875,1
2021-02-17,779.0900268554688,799.8400268554688,762.010009765625,798.1500244140625,798.1500244140625,25996500,41.0,-19.05999755859375,0
2021-02-18,780.9000244140625,794.6900024414062,776.27001953125,787.3800048828125,787.3800048828125,17957100,41.0,-6.47998046875,0
2021-02-19,795.0,796.7899780273438,777.3699951171875,781.2999877929688,781.2999877929688,18958300,35.0,13.70001220703125,1
2021-02-22,762.6400146484375,768.5,710.2000122070312,714.5,714.5,37269700,47.0,48.1400146484375,1
2021-02-23,662.1300048828125,713.6099853515625,619.0,698.8400268554688,698.8400268554688,66606900,100.0,-36.71002197265625,0
2021-02-24,711.8499755859375,745.0,694.1699829101562,742.02001953125,742.02001953125,36767000,74.0,-30.1700439453125,0
2021-02-25,726.1500244140625,737.2100219726562,670.5800170898438,682.219970703125,682.219970703125,39023900,63.0,43.9300537109375,1
2021-02-26,700.0,706.7000122070312,659.510009765625,675.5,675.5,41089200,63.0,24.5,1
2021-03-01,690.1099853515625,719.0,685.0499877929688,718.4299926757812,718.4299926757812,27136200,46.0,-28.32000732421875,0
2021-03-02,718.280029296875,721.1099853515625,685.0,686.4400024414062,686.4400024414062,23732200,44.0,31.84002685546875,1
2021-03-03,687.989990234375,700.7000122070312,651.7100219726562,653.2000122070312,653.2000122070312,30208000,47.0,34.78997802734375,1
2021-03-04,655.7999877929688,668.4500122070312,600.0,621.4400024414062,621.4400024414062,65919500,60.0,34.3599853515625,1
2021-03-05,626.0599975585938,627.8400268554688,539.489990234375,597.9500122070312,597.9500122070312,89396500,90.0,28.1099853515625,1
2021-03-08,600.5499877929688,620.1300048828125,558.7899780273438,563.0,563.0,51787000,78.0,37.54998779296875,1
2021-03-09,608.1799926757812,678.0900268554688,595.2100219726562,673.5800170898438,673.5800170898438,67523300,90.0,-65.4000244140625,0
2021-03-10,700.2999877929688,717.8499755859375,655.0599975585938,668.0599975585938,668.0599975585938,60605700,84.0,32.239990234375,1
2021-03-11,699.4000244140625,702.5,677.1799926757812,699.5999755859375,699.5999755859375,36253900,57.0,-0.199951171875,0
2021-03-12,670.0,694.8800048828125,666.1400146484375,693.72998046875,693.72998046875,33583800,55.0,-23.72998046875,0
2021-03-15,694.0900268554688,713.1799926757812,684.0399780273438,707.9400024414062,707.9400024414062,29335600,47.0,-13.8499755859375,0
2021-03-16,703.3499755859375,707.9199829101562,671.0,676.8800048828125,676.8800048828125,32195700,45.0,26.469970703125,1
2021-03-17,656.8699951171875,703.72998046875,651.010009765625,701.8099975585938,701.8099975585938,40372500,43.0,-44.94000244140625,0
2021-03-18,684.2899780273438,689.22998046875,652.0,653.1599731445312,653.1599731445312,33224800,45.0,31.1300048828125,1
2021-03-19,646.5999755859375,657.22998046875,624.6199951171875,654.8699951171875,654.8699951171875,42894000,43.0,-8.27001953125,0
2021-03-22,684.5900268554688,699.6199951171875,668.75,670.0,670.0,39512200,45.0,14.59002685546875,1
2021-03-23,675.77001953125,677.7999877929688,657.510009765625,662.1599731445312,662.1599731445312,30491900,39.0,13.61004638671875,1
2021-03-24,667.9099731445312,668.02001953125,630.1099853515625,630.27001953125,630.27001953125,33795200,40.0,37.63995361328125,1
2021-03-25,613.0,645.5,609.5,640.3900146484375,640.3900146484375,39224900,42.0,-27.3900146484375,0
2021-03-26,641.8699951171875,643.8200073242188,599.8900146484375,618.7100219726562,618.7100219726562,33852800,41.0,23.15997314453125,1
2021-03-29,615.6400146484375,616.47998046875,596.02001953125,611.2899780273438,611.2899780273438,28637000,45.0,4.35003662109375,1
2021-03-30,601.75,637.6599731445312,591.010009765625,635.6199951171875,635.6199951171875,39432400,43.0,-33.8699951171875,0
2021-03-31,646.6199951171875,672.0,641.1099853515625,667.9299926757812,667.9299926757812,33337300,39.0,-21.30999755859375,0
2021-04-01,688.3699951171875,692.4199829101562,659.4199829101562,661.75,661.75,35298400,46.0,26.6199951171875,1
2021-04-05,707.7100219726562,708.1599731445312,684.7000122070312,691.0499877929688,691.0499877929688,41842800,57.0,16.6600341796875,1
2021-04-06,690.2999877929688,696.5499877929688,681.3699951171875,691.6199951171875,691.6199951171875,28271800,42.0,-1.32000732421875,0
2021-04-07,687.0,691.3800048828125,667.8400268554688,670.969970703125,670.969970703125,26309400,35.0,16.030029296875,1
2021-04-08,677.3800048828125,689.5499877929688,671.6500244140625,683.7999877929688,683.7999877929688,23924300,36.0,-6.41998291015625,0
2021-04-09,677.77001953125,680.969970703125,669.4299926757812,677.02001953125,677.02001953125,21437100,32.0,0.75,1
2021-04-12,685.7000122070312,704.7999877929688,682.0900268554688,701.97998046875,701.97998046875,29135700,41.0,-16.27996826171875,0
2021-04-13,712.7000122070312,763.0,710.6599731445312,762.3200073242188,762.3200073242188,44652800,51.0,-49.6199951171875,0
2021-04-14,770.7000122070312,780.7899780273438,728.030029296875,732.22998046875,732.22998046875,49017400,48.0,38.47003173828125,1
2021-04-15,743.0999755859375,743.6900024414062,721.3099975585938,738.8499755859375,738.8499755859375,27848900,40.0,4.25,1
2021-04-16,728.6500244140625,749.4099731445312,724.5999755859375,739.780029296875,739.780029296875,27979500,32.0,-11.1300048828125,0
2021-04-19,719.5999755859375,725.4000244140625,691.7999877929688,714.6300048828125,714.6300048828125,39686200,42.0,4.969970703125,1
2021-04-20,717.4199829101562,737.25,710.6900024414062,718.989990234375,718.989990234375,35609000,36.0,-1.57000732421875,0
2021-04-21,704.77001953125,744.8400268554688,698.0,744.1199951171875,744.1199951171875,31215500,34.0,-39.3499755859375,0
2021-04-22,741.5,753.77001953125,718.0399780273438,719.6900024414062,719.6900024414062,35590300,32.0,21.80999755859375,1
2021-04-23,719.7999877929688,737.3599853515625,715.4600219726562,729.4000244140625,729.4000244140625,28370000,32.0,-9.60003662109375,0
2021-04-23,719.7999877929688,737.3599853515625,715.4600219726562,729.4000244140625,729.4000244140625,28370000,53.0,-9.60003662109375,0
2021-04-26,741.0,749.2999877929688,732.6099853515625,738.2000122070312,738.2000122070312,31038500,100.0,2.79998779296875,1
2021-04-27,717.9600219726562,724.0,703.3499755859375,704.739990234375,704.739990234375,29437000,94.0,13.22003173828125,1
2021-04-28,696.4099731445312,708.5,693.5999755859375,694.4000244140625,694.4000244140625,22271000,63.0,2.00994873046875,1
2021-04-29,699.510009765625,702.25,668.5,677.0,677.0,28845400,61.0,22.510009765625,1
2021-04-30,667.5900268554688,715.469970703125,666.1400146484375,709.4400024414062,709.4400024414062,40758700,58.0,-41.8499755859375,0
2021-05-03,703.7999877929688,706.0,680.5,684.9000244140625,684.9000244140625,27043100,51.0,18.89996337890625,1
2021-05-04,678.9400024414062,683.4500122070312,657.7000122070312,673.5999755859375,673.5999755859375,29739300,54.0,5.34002685546875,1
2021-05-05,681.0599975585938,685.2999877929688,667.3400268554688,670.9400024414062,670.9400024414062,21901900,46.0,10.1199951171875,1
2021-05-06,680.760009765625,681.02001953125,650.0,663.5399780273438,663.5399780273438,27784600,52.0,17.22003173828125,1
2021-05-07,665.7999877929688,690.0,660.219970703125,672.3699951171875,672.3699951171875,23469200,46.0,-6.57000732421875,0
2021-05-10,664.9000244140625,665.0499877929688,627.6099853515625,629.0399780273438,629.0399780273438,31392400,53.0,35.86004638671875,1
2021-05-11,599.239990234375,627.0999755859375,595.5999755859375,617.2000122070312,617.2000122070312,46503900,70.0,-17.96002197265625,0
2021-05-12,602.489990234375,620.4099731445312,586.77001953125,589.8900146484375,589.8900146484375,33823600,69.0,12.5999755859375,1
2021-05-13,601.5399780273438,606.4600219726562,559.6500244140625,571.6900024414062,571.6900024414062,44184900,83.0,29.8499755859375,1
2021-05-14,583.4099731445312,592.8699951171875,570.4600219726562,589.739990234375,589.739990234375,33370900,62.0,-6.33001708984375,0
2021-05-17,575.5499877929688,589.72998046875,561.2000122070312,576.8300170898438,576.8300170898438,32390400,63.0,-1.280029296875,0
2021-05-18,568.0,596.25,563.3800048828125,577.8699951171875,577.8699951171875,36830600,71.0,-9.8699951171875,0
2021-05-19,552.5499877929688,566.2100219726562,546.97998046875,563.4600219726562,563.4600219726562,39578400,69.0,-10.9100341796875,0
2021-05-20,575.0,588.8499755859375,571.0700073242188,586.780029296875,586.780029296875,30821100,62.0,-11.780029296875,0
2021-05-21,596.1099853515625,596.6799926757812,580.0,580.8800048828125,580.8800048828125,26030600,53.0,15.22998046875,1
2021-05-24,581.5999755859375,614.47998046875,573.6500244140625,606.4400024414062,606.4400024414062,34558100,53.0,-24.84002685546875,0
2021-05-25,607.3099975585938,613.989990234375,595.7100219726562,604.6900024414062,604.6900024414062,28005900,48.0,2.6199951171875,1
2021-05-26,607.5599975585938,626.1699829101562,601.5,619.1300048828125,619.1300048828125,28639300,48.0,-11.57000732421875,0
2021-05-27,620.239990234375,631.1300048828125,616.2100219726562,630.8499755859375,630.8499755859375,26370600,52.0,-10.6099853515625,0
2021-05-28,628.5,635.5900268554688,622.3800048828125,625.219970703125,625.219970703125,22737000,48.0,3.280029296875,1
2021-06-01,627.7999877929688,633.7999877929688,620.5499877929688,623.9000244140625,623.9000244140625,18084900,43.0,3.89996337890625,1
2021-06-02,620.1300048828125,623.3599853515625,599.1400146484375,605.1199951171875,605.1199951171875,23302800,48.0,15.010009765625,1
2021-06-03,601.7999877929688,604.5499877929688,571.219970703125,572.8400268554688,572.8400268554688,30111900,48.0,28.9599609375,1
2021-06-04,579.7100219726562,600.6099853515625,577.2000122070312,599.0499877929688,599.0499877929688,24036900,52.0,-19.3399658203125,0
2021-06-07,591.8300170898438,610.0,582.8800048828125,605.1300048828125,605.1300048828125,22543700,45.0,-13.29998779296875,0
2021-06-08,623.010009765625,623.0900268554688,595.5,603.5900268554688,603.5900268554688,26053400,47.0,19.41998291015625,1
2021-06-09,602.1699829101562,611.7899780273438,597.6300048828125,598.780029296875,598.780029296875,16584600,38.0,3.38995361328125,1
2021-06-10,603.8800048828125,616.5900268554688,600.5,610.1199951171875,610.1199951171875,23919600,41.0,-6.239990234375,0
2021-06-11,610.22998046875,612.5599975585938,601.52001953125,609.8900146484375,609.8900146484375,16205300,46.0,0.3399658203125,1
2021-06-14,612.22998046875,625.489990234375,609.1799926757812,617.6900024414062,617.6900024414062,20424000,39.0,-5.46002197265625,0
2021-06-15,616.6900024414062,616.7899780273438,598.22998046875,599.3599853515625,599.3599853515625,17764100,37.0,17.33001708984375,1
2021-06-16,597.5399780273438,608.5,593.5,604.8699951171875,604.8699951171875,22144100,38.0,-7.33001708984375,0
