,Date,Open,High,Low,Close,Adj Close,Volume,Search Interest,Price Difference,Buy
30,2020-09-09,6.539999961853027,6.539999961853027,6.110000133514404,6.260000228881836,6.260000228881836,5578200,50.0,-0.2799997329711914,0
31,2020-09-10,6.28000020980835,6.360000133514404,5.880000114440918,5.940000057220459,5.940000057220459,5881800,41.0,-0.3400001525878906,0
32,2020-09-11,6.059999942779541,6.070000171661377,5.599999904632568,5.789999961853027,5.789999961853027,4863000,49.0,-0.26999998092651367,0
33,2020-09-14,5.840000152587891,5.869999885559082,5.510000228881836,5.539999961853027,5.539999961853027,4638100,50.0,-0.3000001907348633,0
34,2020-09-15,5.599999904632568,5.869999885559082,5.519999980926514,5.519999980926514,5.519999980926514,5099300,42.0,-0.07999992370605469,0
35,2020-09-16,5.519999980926514,5.880000114440918,5.420000076293945,5.760000228881836,5.760000228881836,4380600,43.0,0.24000024795532227,1
36,2020-09-17,5.670000076293945,5.789999961853027,5.579999923706055,5.71999979019165,5.71999979019165,2619700,48.0,0.04999971389770508,1
37,2020-09-18,5.710000038146973,5.739999771118164,5.570000171661377,5.670000076293945,5.670000076293945,2428500,55.0,-0.039999961853027344,0
38,2020-09-21,5.420000076293945,5.480000019073486,5.010000228881836,5.320000171661377,5.320000171661377,4563200,44.0,-0.09999990463256836,0
39,2020-09-22,5.21999979019165,5.320000171661377,5.139999866485596,5.210000038146973,5.210000038146973,2090100,42.0,-0.009999752044677734,0
40,2020-09-23,5.21999979019165,5.289999961853027,4.739999771118164,4.78000020980835,4.78000020980835,4285200,47.0,-0.4399995803833008,0
41,2020-09-24,4.690000057220459,4.900000095367432,4.360000133514404,4.610000133514404,4.610000133514404,4569700,40.0,-0.07999992370605469,0
42,2020-09-25,4.639999866485596,4.929999828338623,4.5,4.880000114440918,4.880000114440918,2375500,53.0,0.24000024795532227,1
43,2020-09-28,5.039999961853027,5.039999961853027,4.610000133514404,4.909999847412109,4.909999847412109,4676500,51.0,-0.13000011444091797,0
44,2020-09-29,4.880000114440918,4.940000057220459,4.75,4.860000133514404,4.860000133514404,2520000,63.0,-0.019999980926513672,0
45,2020-09-30,4.800000190734863,4.949999809265137,4.699999809265137,4.710000038146973,4.710000038146973,2515400,56.0,-0.09000015258789062,0
46,2020-10-01,4.78000020980835,4.800000190734863,4.630000114440918,4.650000095367432,4.650000095367432,3223800,61.0,-0.13000011444091797,0
47,2020-10-02,4.480000019073486,4.659999847412109,4.420000076293945,4.650000095367432,4.650000095367432,3576000,61.0,0.1700000762939453,1
48,2020-10-05,4.300000190734863,4.360000133514404,4.050000190734863,4.130000114440918,4.130000114440918,9468800,76.0,-0.1700000762939453,0
49,2020-10-06,4.260000228881836,4.269999980926514,4.050000190734863,4.059999942779541,4.059999942779541,8404200,62.0,-0.20000028610229492,0
50,2020-10-07,4.079999923706055,4.110000133514404,3.940000057220459,4.039999961853027,4.039999961853027,6917700,60.0,-0.039999961853027344,0
51,2020-10-08,4.130000114440918,4.179999828338623,4.019999980926514,4.139999866485596,4.139999866485596,7868500,66.0,0.009999752044677734,1
52,2020-10-09,4.170000076293945,4.179999828338623,4.039999961853027,4.050000190734863,4.050000190734863,5021400,65.0,-0.11999988555908203,0
53,2020-10-12,4.03000020980835,4.090000152587891,4.0,4.079999923706055,4.079999923706055,3245700,89.0,0.04999971389770508,1
54,2020-10-13,3.9000000953674316,3.9100000858306885,3.5199999809265137,3.5399999618530273,3.5399999618530273,10164700,73.0,-0.3600001335144043,0
55,2020-10-14,3.0899999141693115,3.200000047683716,2.6600000858306885,2.9600000381469727,2.9600000381469727,31709400,62.0,-0.12999987602233887,0
56,2020-10-15,2.8399999141693115,2.9600000381469727,2.759999990463257,2.7799999713897705,2.7799999713897705,9808600,71.0,-0.059999942779541016,0
57,2020-10-16,2.869999885559082,3.2899999618530273,2.799999952316284,3.0399999618530273,3.0399999618530273,18565800,87.0,0.1700000762939453,1
58,2020-10-19,3.309999942779541,3.880000114440918,3.2300000190734863,3.5399999618530273,3.5399999618530273,40385100,75.0,0.23000001907348633,1
59,2020-10-20,3.299999952316284,3.309999942779541,3.049999952316284,3.0899999141693115,3.0899999141693115,15978800,67.0,-0.21000003814697266,0
60,2020-10-21,3.0999999046325684,3.130000114440918,2.9800000190734863,3.0,3.0,7277300,57.0,-0.09999990463256836,0
61,2020-10-22,2.9600000381469727,3.1500000953674316,2.8399999141693115,3.119999885559082,3.119999885559082,12339600,53.0,0.15999984741210938,1
62,2020-10-23,3.130000114440918,3.1500000953674316,2.950000047683716,2.9700000286102295,2.9700000286102295,6635000,60.0,-0.16000008583068848,0
63,2020-10-26,2.9200000762939453,2.930000066757202,2.680000066757202,2.75,2.75,10458800,55.0,-0.1700000762939453,0
64,2020-10-26,2.9200000762939453,2.930000066757202,2.680000066757202,2.75,2.75,10458800,77.0,-0.1700000762939453,0
65,2020-10-27,2.880000114440918,2.9000000953674316,2.609999895095825,2.7899999618530273,2.7899999618530273,11251300,63.0,-0.09000015258789062,0
66,2020-10-28,2.690000057220459,2.740000009536743,2.5799999237060547,2.609999895095825,2.609999895095825,8141100,60.0,-0.08000016212463379,0
67,2020-10-29,2.6500000953674316,2.680000066757202,2.4800000190734863,2.5199999809265137,2.5199999809265137,9019300,62.0,-0.13000011444091797,0
68,2020-10-30,2.4800000190734863,2.490000009536743,2.2799999713897705,2.359999895095825,2.359999895095825,10968800,70.0,-0.12000012397766113,0
69,2020-11-02,2.299999952316284,2.319999933242798,2.109999895095825,2.1500000953674316,2.1500000953674316,11180100,67.0,-0.14999985694885254,0
70,2020-11-03,2.3399999141693115,2.5899999141693115,2.299999952316284,2.3399999141693115,2.3399999141693115,15441900,56.0,0.0,0
71,2020-11-04,2.4000000953674316,2.430000066757202,2.240000009536743,2.309999942779541,2.309999942779541,7609100,45.0,-0.09000015258789062,0
72,2020-11-05,2.3499999046325684,2.569999933242798,2.2699999809265137,2.4600000381469727,2.4600000381469727,8056200,56.0,0.1100001335144043,1
73,2020-11-06,2.430000066757202,2.619999885559082,2.3299999237060547,2.490000009536743,2.490000009536743,9049500,59.0,0.059999942779541016,1
74,2020-11-09,4.269999980926514,4.389999866485596,3.2300000190734863,3.7699999809265137,3.7699999809265137,132511000,87.0,-0.5,0
75,2020-11-10,3.990000009536743,4.03000020980835,3.3399999141693115,3.509999990463257,3.509999990463257,42129300,83.0,-0.48000001907348633,0
76,2020-11-11,3.2300000190734863,3.240000009536743,3.0,3.130000114440918,3.130000114440918,24066100,77.0,-0.09999990463256836,0
77,2020-11-12,3.069999933242798,3.069999933242798,2.9200000762939453,2.940000057220459,2.940000057220459,14729000,66.0,-0.12999987602233887,0
78,2020-11-13,2.9800000190734863,2.990000009536743,2.7799999713897705,2.9700000286102295,2.9700000286102295,21995400,69.0,-0.009999990463256836,0
79,2020-11-16,3.390000104904175,3.390000104904175,3.049999952316284,3.109999895095825,3.109999895095825,47604300,57.0,-0.2800002098083496,0
80,2020-11-17,3.009999990463257,3.0399999618530273,2.9000000953674316,2.9800000190734863,2.9800000190734863,22483000,53.0,-0.029999971389770508,0
81,2020-11-18,3.0799999237060547,3.369999885559082,3.009999990463257,3.259999990463257,3.259999990463257,31717300,59.0,0.18000006675720215,1
82,2020-11-19,3.1600000858306885,3.380000114440918,3.1500000953674316,3.190000057220459,3.190000057220459,13986400,56.0,0.029999971389770508,1
83,2020-11-20,3.25,3.369999885559082,3.2100000381469727,3.3499999046325684,3.3499999046325684,17088800,57.0,0.09999990463256836,1
84,2020-11-23,3.509999990463257,3.8499999046325684,3.4100000858306885,3.809999942779541,3.809999942779541,31514600,65.0,0.2999999523162842,1
85,2020-11-24,4.159999847412109,5.0,4.150000095367432,4.579999923706055,4.579999923706055,62884600,73.0,0.4200000762939453,1
86,2020-11-25,4.570000171661377,4.849999904632568,4.199999809265137,4.489999771118164,4.489999771118164,22647300,74.0,-0.08000040054321289,0
87,2020-11-27,4.539999961853027,4.619999885559082,4.360000133514404,4.449999809265137,4.449999809265137,10097400,84.0,-0.09000015258789062,0
88,2020-11-30,4.409999847412109,4.449999809265137,3.990000009536743,4.269999980926514,4.269999980926514,16555000,54.0,-0.1399998664855957,0
89,2020-12-01,4.429999828338623,4.429999828338623,4.090000152587891,4.150000095367432,4.150000095367432,12130100,64.0,-0.2799997329711914,0
90,2020-12-02,4.079999923706055,4.340000152587891,3.950000047683716,4.320000171661377,4.320000171661377,11847600,59.0,0.24000024795532227,1
91,2020-12-03,4.010000228881836,4.21999979019165,3.5,3.630000114440918,3.630000114440918,66080900,65.0,-0.38000011444091797,0
92,2020-12-04,3.75,3.759999990463257,3.299999952316284,3.509999990463257,3.509999990463257,33157300,81.0,-0.24000000953674316,0
93,2020-12-07,3.450000047683716,3.740000009536743,3.3299999237060547,3.559999942779541,3.559999942779541,20503900,63.0,0.1099998950958252,1
94,2020-12-08,3.609999895095825,4.019999980926514,3.609999895095825,3.9800000190734863,3.9800000190734863,29530600,62.0,0.37000012397766113,1
95,2020-12-09,4.21999979019165,4.329999923706055,3.75,3.859999895095825,3.859999895095825,20991200,64.0,-0.3599998950958252,0
96,2020-12-10,3.7899999618530273,4.099999904632568,3.7699999809265137,4.090000152587891,4.090000152587891,19872800,63.0,0.3000001907348633,1
97,2020-12-11,4.039999961853027,4.25,3.869999885559082,3.9200000762939453,3.9200000762939453,22310400,74.0,-0.11999988555908203,0
98,2020-12-14,4.010000228881836,4.010000228881836,3.0,3.190000057220459,3.190000057220459,67159000,69.0,-0.820000171661377,0
99,2020-12-15,3.240000009536743,3.240000009536743,2.759999990463257,2.859999895095825,2.859999895095825,54432100,65.0,-0.38000011444091797,0
100,2020-12-16,2.869999885559082,2.890000104904175,2.7200000286102295,2.7799999713897705,2.7799999713897705,25423200,66.0,-0.08999991416931152,0
101,2020-12-17,2.799999952316284,2.950000047683716,2.740000009536743,2.8499999046325684,2.8499999046325684,23799300,53.0,0.04999995231628418,1
102,2020-12-18,2.8499999046325684,2.8499999046325684,2.759999990463257,2.799999952316284,2.799999952316284,21941700,73.0,-0.04999995231628418,0
103,2020-12-21,2.609999895095825,2.740000009536743,2.5799999237060547,2.680000066757202,2.680000066757202,22699800,73.0,0.07000017166137695,1
104,2020-12-22,2.7300000190734863,2.75,2.5199999809265137,2.5899999141693115,2.5899999141693115,21638400,69.0,-0.1400001049041748,0
105,2020-12-23,2.5799999237060547,2.6500000953674316,2.5399999618530273,2.559999942779541,2.559999942779541,15724800,70.0,-0.019999980926513672,0
106,2020-12-24,2.5899999141693115,2.5999999046325684,2.4800000190734863,2.509999990463257,2.509999990463257,11094200,73.0,-0.07999992370605469,0
107,2020-12-28,2.630000114440918,2.630000114440918,2.359999895095825,2.390000104904175,2.390000104904175,23942700,75.0,-0.24000000953674316,0
108,2020-12-29,2.440000057220459,2.4600000381469727,2.2799999713897705,2.2899999618530273,2.2899999618530273,21086100,72.0,-0.15000009536743164,0
109,2020-12-30,2.299999952316284,2.299999952316284,2.130000114440918,2.1600000858306885,2.1600000858306885,40278400,86.0,-0.1399998664855957,0
110,2020-12-31,2.1700000762939453,2.2200000286102295,2.0799999237060547,2.119999885559082,2.119999885559082,28234300,72.0,-0.05000019073486328,0
111,2021-01-04,2.200000047683716,2.200000047683716,2.0,2.009999990463257,2.009999990463257,29873800,61.0,-0.19000005722045898,0
112,2021-01-05,1.9900000095367432,2.0299999713897705,1.909999966621399,1.9800000190734863,1.9800000190734863,28148300,68.0,-0.009999990463256836,0
113,2021-01-06,2.0299999713897705,2.2300000190734863,1.9700000286102295,2.009999990463257,2.009999990463257,67363300,61.0,-0.019999980926513672,0
114,2021-01-07,2.0799999237060547,2.109999895095825,2.0199999809265137,2.049999952316284,2.049999952316284,26150500,60.0,-0.029999971389770508,0
115,2021-01-08,2.0899999141693115,2.2100000381469727,2.069999933242798,2.140000104904175,2.140000104904175,39553300,70.0,0.05000019073486328,1
116,2021-01-11,2.1600000858306885,2.2699999809265137,2.1500000953674316,2.200000047683716,2.200000047683716,41695800,66.0,0.039999961853027344,1
117,2021-01-12,2.240000009536743,2.390000104904175,2.240000009536743,2.2899999618530273,2.2899999618530273,41549200,61.0,0.04999995231628418,1
118,2021-01-13,2.3299999237060547,2.380000114440918,2.130000114440918,2.180000066757202,2.180000066757202,45847700,61.0,-0.14999985694885254,0
119,2021-01-14,2.2200000286102295,2.319999933242798,2.130000114440918,2.180000066757202,2.180000066757202,49638800,60.0,-0.039999961853027344,0
120,2021-01-15,2.200000047683716,2.549999952316284,2.180000066757202,2.3299999237060547,2.3299999237060547,162356400,72.0,0.12999987602233887,1
121,2021-01-19,2.799999952316284,3.200000047683716,2.569999933242798,3.059999942779541,3.059999942779541,256276000,84.0,0.25999999046325684,1
122,2021-01-20,3.2899999618530273,3.3399999141693115,2.75,2.9700000286102295,2.9700000286102295,181862200,87.0,-0.31999993324279785,0
123,2021-01-21,3.0,3.059999942779541,2.8499999046325684,2.9800000190734863,2.9800000190734863,64823800,70.0,-0.019999980926513672,0
124,2021-01-22,2.9100000858306885,3.740000009536743,2.809999942779541,3.509999990463257,3.509999990463257,268273400,95.0,0.5999999046325684,1
125,2021-01-25,4.710000038146973,4.880000114440918,3.8499999046325684,4.420000076293945,4.420000076293945,443238100,7.0,-0.28999996185302734,0
126,2021-01-26,5.090000152587891,5.190000057220459,4.369999885559082,4.960000038146973,4.960000038146973,456850200,8.0,-0.13000011444091797,0
127,2021-01-27,20.34000015258789,20.360000610351562,11.010000228881836,19.899999618530273,19.899999618530273,1222342500,68.0,-0.4400005340576172,0
128,2021-01-28,11.979999542236328,16.5,6.510000228881836,8.630000114440918,8.630000114440918,591223900,100.0,-3.34999942779541,0
129,2021-01-29,14.3100004196167,16.0,11.600000381469727,13.260000228881836,13.260000228881836,602193300,81.0,-1.0500001907348633,0
130,2021-02-01,17.0,17.25,12.90999984741211,13.300000190734863,13.300000190734863,434608000,60.0,-3.6999998092651367,0
131,2021-02-02,9.479999542236328,10.100000381469727,6.0,7.820000171661377,7.820000171661377,462775900,49.0,-1.6599993705749512,0
132,2021-02-03,8.850000381469727,9.770000457763672,7.889999866485596,8.970000267028809,8.970000267028809,221405100,38.0,0.11999988555908203,1
133,2021-02-04,8.699999809265137,8.739999771118164,7.0,7.090000152587891,7.090000152587891,162985800,29.0,-1.609999656677246,0
134,2021-02-05,7.170000076293945,8.270000457763672,6.519999980926514,6.829999923706055,6.829999923706055,197097600,24.0,-0.3400001525878906,0
135,2021-02-08,6.880000114440918,6.889999866485596,5.75,6.179999828338623,6.179999828338623,128171500,14.0,-0.7000002861022949,0
136,2021-02-09,5.809999942779541,5.809999942779541,5.260000228881836,5.5,5.5,102588100,13.0,-0.309999942779541,0
137,2021-02-10,5.710000038146973,6.590000152587891,5.449999809265137,5.800000190734863,5.800000190734863,152810800,13.0,0.09000015258789062,1
138,2021-02-11,5.619999885559082,5.849999904632568,5.46999979019165,5.610000133514404,5.610000133514404,55920400,10.0,-0.009999752044677734,0
139,2021-02-12,5.71999979019165,5.96999979019165,5.519999980926514,5.590000152587891,5.590000152587891,46773000,10.0,-0.12999963760375977,0
140,2021-02-16,6.03000020980835,6.050000190734863,5.489999771118164,5.650000095367432,5.650000095367432,61165700,7.0,-0.38000011444091797,0
141,2021-02-17,5.579999923706055,5.619999885559082,5.320000171661377,5.550000190734863,5.550000190734863,38849000,6.0,-0.029999732971191406,0
142,2021-02-18,5.840000152587891,6.25,5.460000038146973,5.510000228881836,5.510000228881836,130540800,8.0,-0.3299999237060547,0
143,2021-02-19,5.539999961853027,5.769999980926514,5.510000228881836,5.699999809265137,5.699999809265137,40249100,7.0,0.15999984741210938,1
144,2021-02-22,5.929999828338623,6.679999828338623,5.75,6.550000190734863,6.550000190734863,173409000,8.0,0.6200003623962402,1
145,2021-02-23,6.96999979019165,7.860000133514404,6.010000228881836,7.699999809265137,7.699999809265137,264876400,11.0,0.7300000190734863,1
146,2021-02-24,7.230000019073486,9.829999923706055,6.989999771118164,9.09000015258789,9.09000015258789,376881800,15.0,1.8600001335144043,1
147,2021-02-25,10.890000343322754,11.0,7.849999904632568,8.289999961853027,8.289999961853027,445717400,24.0,-2.6000003814697266,0
148,2021-02-26,8.1899995803833,9.010000228881836,7.630000114440918,8.010000228881836,8.010000228881836,137028000,16.0,-0.17999935150146484,0
149,2021-03-01,8.859999656677246,9.449999809265137,8.420000076293945,9.180000305175781,9.180000305175781,143586500,12.0,0.32000064849853516,1
150,2021-03-02,9.140000343322754,9.399999618530273,8.510000228881836,8.930000305175781,8.930000305175781,78135400,11.0,-0.21000003814697266,0
151,2021-03-03,8.949999809265137,9.140000343322754,8.5,8.579999923706055,8.579999923706055,55651900,11.0,-0.36999988555908203,0
152,2021-03-04,8.25,8.59000015258789,7.5,8.029999732971191,8.029999732971191,77822600,9.0,-0.2200002670288086,0
153,2021-03-05,8.079999923706055,8.270000457763672,7.630000114440918,8.050000190734863,8.050000190734863,59734100,10.0,-0.029999732971191406,0
154,2021-03-08,8.529999732971191,9.479999542236328,8.3100004196167,9.289999961853027,9.289999961853027,114343800,10.0,0.7600002288818359,1
155,2021-03-09,9.380000114440918,10.770000457763672,9.220000267028809,10.5,10.5,150415600,13.0,1.119999885559082,1
156,2021-03-10,11.020000457763672,12.470000267028809,9.510000228881836,9.850000381469727,9.850000381469727,261918600,16.0,-1.1700000762939453,0
157,2021-03-11,10.649999618530273,10.869999885559082,9.899999618530273,10.279999732971191,10.279999732971191,83933600,12.0,-0.36999988555908203,0
158,2021-03-12,10.15999984741211,11.399999618530273,9.9399995803833,11.15999984741211,11.15999984741211,111146700,12.0,1.0,1
159,2021-03-15,12.180000305175781,14.489999771118164,11.850000381469727,14.039999961853027,14.039999961853027,277713300,17.0,1.859999656677246,1
160,2021-03-16,13.619999885559082,13.619999885559082,12.34000015258789,13.020000457763672,13.020000457763672,125967600,14.0,-0.5999994277954102,0
161,2021-03-17,13.239999771118164,13.65999984741211,13.0,13.5600004196167,13.5600004196167,78053600,11.0,0.32000064849853516,1
162,2021-03-18,14.34000015258789,14.539999961853027,13.569999694824219,14.0,14.0,121418000,13.0,-0.3400001525878906,0
163,2021-03-19,14.140000343322754,14.180000305175781,13.279999732971191,13.930000305175781,13.930000305175781,153206000,13.0,-0.21000003814697266,0
164,2021-03-22,13.149999618530273,13.1899995803833,11.760000228881836,12.489999771118164,12.489999771118164,88760100,10.0,-0.6599998474121094,0
165,2021-03-23,11.460000038146973,11.930000305175781,10.369999885559082,10.65999984741211,10.65999984741211,87923200,9.0,-0.8000001907348633,0
166,2021-03-24,10.819999694824219,11.210000038146973,8.930000305175781,9.020000457763672,9.020000457763672,81850700,10.0,-1.7999992370605469,0
167,2021-03-25,8.960000038146973,11.319999694824219,8.949999809265137,10.9399995803833,10.9399995803833,131192800,10.0,1.9799995422363281,1
168,2021-03-26,11.270000457763672,11.529999732971191,10.010000228881836,10.239999771118164,10.239999771118164,84633100,10.0,-1.0300006866455078,0
169,2021-03-29,10.319999694824219,10.760000228881836,10.09000015258789,10.350000381469727,10.350000381469727,37330700,8.0,0.030000686645507812,1
170,2021-03-30,10.3100004196167,10.520000457763672,9.760000228881836,10.350000381469727,10.350000381469727,39020500,9.0,0.039999961853027344,1
171,2021-03-31,10.399999618530273,10.470000267028809,10.050000190734863,10.210000038146973,10.210000038146973,29832300,10.0,-0.18999958038330078,0
172,2021-04-01,10.229999542236328,10.260000228881836,9.149999618530273,9.359999656677246,9.359999656677246,77473900,10.0,-0.869999885559082,0
173,2021-04-05,10.100000381469727,11.25,9.720000267028809,10.609999656677246,10.609999656677246,96082300,9.0,0.5099992752075195,1
174,2021-04-06,10.399999618530273,10.5,10.0,10.199999809265137,10.199999809265137,44067000,8.0,-0.19999980926513672,0
175,2021-04-07,10.069999694824219,10.180000305175781,9.850000381469727,9.850000381469727,9.850000381469727,28804300,7.0,-0.2199993133544922,0
176,2021-04-08,10.010000228881836,10.010000228881836,9.5,9.789999961853027,9.789999961853027,33408700,7.0,-0.2200002670288086,0
177,2021-04-09,9.600000381469727,9.739999771118164,9.239999771118164,9.420000076293945,9.420000076293945,29254600,8.0,-0.18000030517578125,0
178,2021-04-12,9.4399995803833,9.489999771118164,8.510000228881836,8.619999885559082,8.619999885559082,51269800,7.0,-0.8199996948242188,0
179,2021-04-13,8.65999984741211,9.119999885559082,8.3100004196167,8.84000015258789,8.84000015258789,44049100,8.0,0.18000030517578125,1
180,2021-04-14,9.0,9.8100004196167,8.899999618530273,9.350000381469727,9.350000381469727,51166300,6.0,0.35000038146972656,1
181,2021-04-15,9.880000114440918,10.229999542236328,9.579999923706055,9.899999618530273,9.899999618530273,45198900,7.0,0.01999950408935547,1
182,2021-04-16,10.0,10.029999732971191,9.09000015258789,9.329999923706055,9.329999923706055,40696700,8.0,-0.6700000762939453,0
183,2021-04-19,9.479999542236328,9.8100004196167,9.380000114440918,9.65999984741211,9.65999984741211,32814300,7.0,0.18000030517578125,1
184,2021-04-20,9.699999809265137,9.710000038146973,9.010000228881836,9.279999732971191,9.279999732971191,27008900,7.0,-0.4200000762939453,0
185,2021-04-21,9.25,9.8100004196167,9.140000343322754,9.779999732971191,9.779999732971191,23598200,7.0,0.5299997329711914,1
186,2021-04-22,9.949999809265137,10.649999618530273,9.789999961853027,9.989999771118164,9.989999771118164,49923500,8.0,0.039999961853027344,1
187,2021-04-23,10.09000015258789,10.380000114440918,9.960000038146973,10.15999984741211,10.15999984741211,27465600,10.0,0.06999969482421875,1
188,2021-04-26,10.6899995803833,11.960000038146973,10.569999694824219,11.5,11.5,78592900,11.0,0.8100004196166992,1
189,2021-04-27,11.680000305175781,12.220000267028809,11.220000267028809,11.460000038146973,11.460000038146973,51629800,12.0,-0.2200002670288086,0
190,2021-04-28,10.850000381469727,11.390000343322754,10.649999618530273,10.850000381469727,10.850000381469727,39720500,10.0,0.0,0
191,2021-04-29,10.949999809265137,11.039999961853027,10.09000015258789,10.199999809265137,10.199999809265137,37782900,9.0,-0.75,0
192,2021-04-30,10.069999694824219,10.180000305175781,9.880000114440918,10.029999732971191,10.029999732971191,27741000,10.0,-0.039999961853027344,0
193,2021-05-03,10.109999656677246,10.119999885559082,9.609999656677246,9.710000038146973,9.710000038146973,31251200,9.0,-0.39999961853027344,0
194,2021-05-04,9.630000114440918,9.75,9.050000190734863,9.390000343322754,9.390000343322754,35222400,9.0,-0.23999977111816406,0
195,2021-05-05,9.40999984741211,9.569999694824219,9.079999923706055,9.170000076293945,9.170000076293945,27608700,8.0,-0.23999977111816406,0
196,2021-05-06,9.329999923706055,9.399999618530273,8.930000305175781,9.0,9.0,39586300,9.0,-0.3299999237060547,0
197,2021-05-07,9.319999694824219,9.789999961853027,9.140000343322754,9.510000228881836,9.510000228881836,38245000,10.0,0.1900005340576172,1
198,2021-05-10,9.899999618530273,10.149999618530273,9.5600004196167,9.739999771118164,9.739999771118164,41015300,10.0,-0.15999984741210938,0
199,2021-05-11,9.930000305175781,10.479999542236328,9.600000381469727,10.050000190734863,10.050000190734863,49601000,11.0,0.11999988555908203,1
200,2021-05-12,10.029999732971191,10.630000114440918,10.020000457763672,10.319999694824219,10.319999694824219,54423500,11.0,0.28999996185302734,1
201,2021-05-13,10.880000114440918,14.199999809265137,10.640000343322754,12.770000457763672,12.770000457763672,296525000,17.0,1.890000343322754,1
202,2021-05-14,13.3100004196167,14.34000015258789,12.569999694824219,12.979999542236328,12.979999542236328,207589900,20.0,-0.3300008773803711,0
203,2021-05-17,13.670000076293945,14.380000114440918,13.390000343322754,13.949999809265137,13.949999809265137,158933100,16.0,0.2799997329711914,1
